PARTNUMBER,CATENTRY_ID,BRAND,CATEGORY,NAME,ATTRIBUTENAME,ATTRIBUTE,SHORTDESCRIPTION,LONGDESCRIPTION,OFFERPRICE
AuroraWMDRS-044,10083,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,L,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-045,10084,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,Blue,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-045,10084,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,XL,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-046,10085,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,Orange,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-046,10085,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,S,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-047,10086,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,Orange,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-047,10086,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,M,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-048,10087,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,Orange,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-048,10087,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,L,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-049,10088,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,Orange,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-049,10088,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,XL,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-050,10089,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,White,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-050,10089,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,XS,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-051,10090,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,White,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-051,10090,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,S,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-052,10091,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,White,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-052,10091,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,M,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-053,10092,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchcolor,White,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-053,10092,Hermitage Collection,Topwear,Hermitage Pencil Dress,swatchSize,L,Pencil dress with fabric detailing and three-quarter sleeve,You will be the picture of professionalism in this pencil dress. Its incredible fit will add poise and glamor to your everyday world.,250
AuroraWMDRS-054,10093,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Blue,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-054,10093,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,M,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-055,10094,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Blue,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-055,10094,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,L,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-056,10095,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Blue,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-056,10095,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-057,10096,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Blue,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-057,10096,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XXL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-058,10097,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Brown,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-058,10097,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,S,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-059,10098,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Brown,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-059,10098,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,M,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-060,10099,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Brown,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-060,10099,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,L,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-061,10100,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Brown,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-061,10100,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-062,10101,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Purple,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-062,10101,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XS,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-063,10102,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Purple,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-063,10102,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,S,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-064,10103,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Purple,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-064,10103,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,M,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-065,10104,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Purple,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-065,10104,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-066,10105,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Purple,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-066,10105,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XXL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-067,10106,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Silver,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-067,10106,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XS,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-068,10107,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Silver,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-068,10107,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,M,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-069,10108,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Silver,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-069,10108,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,L,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-070,10109,Albini,Topwear,Albini Straight Cocktail Dress,swatchcolor,Silver,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-070,10109,Albini,Topwear,Albini Straight Cocktail Dress,swatchSize,XL,Straight cocktail dress with round neck and sequence work,Round-necked sequined dress that adds character to your late-night parties. It can also double as a top paired with leggings and make you the perfect hostess.,250
AuroraWMDRS-071,10110,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Purple,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-071,10110,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,XS,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-072,10111,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Purple,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-072,10111,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,S,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-073,10112,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Purple,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-073,10112,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,M,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-074,10113,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Purple,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-074,10113,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,L,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-075,10114,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Purple,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-075,10114,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,XL,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-076,10115,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Red,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-076,10115,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,XS,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-077,10116,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Red,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-077,10116,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,S,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-078,10117,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Red,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-078,10117,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,M,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-079,10118,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Red,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-079,10118,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,L,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-080,10119,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchcolor,Red,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-080,10119,Luigi Valenti,Topwear,Luigi Valenti Strapless Cocktail Dress,swatchSize,XL,Strapless cocktail dress with appliqued roses and tassels at the hem,Strapless red cocktail dress with empire waist enhances your figure. The appliqued roses and tassels at the hem gives character to the dress while the red silk bow adds to the style.,250
AuroraWMDRS-081,10120,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Blue,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-081,10120,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XS,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-082,10121,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Blue,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-082,10121,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,S,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-083,10122,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Blue,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-083,10122,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,M,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-084,10123,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Blue,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-084,10123,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,L,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-085,10124,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Blue,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-085,10124,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XL,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-086,10125,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Gray,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-086,10125,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XS,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-087,10126,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Gray,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-087,10126,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,S,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-088,10127,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Gray,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-088,10127,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,M,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-089,10128,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Gray,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-089,10128,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,L,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-090,10129,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Gray,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-090,10129,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XL,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-091,10130,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Purple,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-091,10130,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XS,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-092,10131,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Purple,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-092,10131,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,S,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-093,10132,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Purple,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-093,10132,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,M,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-094,10133,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Purple,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-094,10133,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,L,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-095,10134,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Purple,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-095,10134,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XL,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-096,10135,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Red,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-096,10135,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,XS,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-097,10136,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Red,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-097,10136,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,S,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-098,10137,Albini,Topwear,Albini Sleeveless Slip Dress,swatchcolor,Red,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
AuroraWMDRS-098,10137,Albini,Topwear,Albini Sleeveless Slip Dress,swatchSize,M,V-necked casual slip dress with spaghetti straps and flowery print,V-necked dress that can be worn in any season and suitable for every occasion. Look like a dream in this flowery print with the wind ruffling the uneven hem and your hair.,50
