PARTNUMBER,CATENTRY_ID,BRAND,CATEGORY,NAME,ATTRIBUTENAME,ATTRIBUTE,SHORTDESCRIPTION,LONGDESCRIPTION,OFFERPRICE
AuroraWMDRS-29,10027,Gusso,Topwear,Gusso Cocktail Sheath Dress,material,100% cotton,Figure-hugging sleeveless cocktail dress with empire waist,"A picture of sophistication, this sleeveless black dress with ruched top and empire waist. This dress is a must have for any wardrobe.",100
AuroraWMDRS-29,10027,Gusso,Topwear,Gusso Cocktail Sheath Dress,occasion,Cocktail & Evening,Figure-hugging sleeveless cocktail dress with empire waist,"A picture of sophistication, this sleeveless black dress with ruched top and empire waist. This dress is a must have for any wardrobe.",100
AuroraWMDRS-30,10028,Hermitage Collection,Topwear,Hermitage Fitted Cocktail Dress,construction,Knit,Strapless cocktail dress with ruched bodice,"Strapless and fitted, this dress enhances your silhouette. The ruched look gives a sophisticated look.",250
AuroraWMDRS-30,10028,Hermitage Collection,Topwear,Hermitage Fitted Cocktail Dress,length,Mid Length,Strapless cocktail dress with ruched bodice,"Strapless and fitted, this dress enhances your silhouette. The ruched look gives a sophisticated look.",250
AuroraWMDRS-30,10028,Hermitage Collection,Topwear,Hermitage Fitted Cocktail Dress,material,100% cotton,Strapless cocktail dress with ruched bodice,"Strapless and fitted, this dress enhances your silhouette. The ruched look gives a sophisticated look.",250
AuroraWMDRS-30,10028,Hermitage Collection,Topwear,Hermitage Fitted Cocktail Dress,occasion,Cocktail & Evening,Strapless cocktail dress with ruched bodice,"Strapless and fitted, this dress enhances your silhouette. The ruched look gives a sophisticated look.",250
AuroraWMDRS-31,10029,Versatil,Topwear,Versatil Casual Maxi Dress,Clearance,Clearance,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-31,10029,Versatil,Topwear,Versatil Casual Maxi Dress,construction,Knit,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-31,10029,Versatil,Topwear,Versatil Casual Maxi Dress,length,Long,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-31,10029,Versatil,Topwear,Versatil Casual Maxi Dress,material,Georgette,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-31,10029,Versatil,Topwear,Versatil Casual Maxi Dress,occasion,Casual,Casual maxi dress with satin V-neck,This printed sundress with satin straps that also form the V-neck is suitable for any outing. The flared skirt adds to the elegance.,50
AuroraWMDRS-32,10030,Versatil,Topwear,Versatil Smoked Caftan Sundress,construction,Knit,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-32,10030,Versatil,Topwear,Versatil Smoked Caftan Sundress,length,Short,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-32,10030,Versatil,Topwear,Versatil Smoked Caftan Sundress,material,100% cotton,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-32,10030,Versatil,Topwear,Versatil Smoked Caftan Sundress,occasion,Casual,Colorful printed sundress with loosely fitted top and smoked skirt,Colorful printed sundress with loosely fitted top cools a hot day. The smoked skirt is a refreshing design makes you feel calm and composed.,50
AuroraWMDRS-33,10031,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,Exclusive,Exclusive,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-33,10031,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,construction,Knit,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-33,10031,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,length,Mid Length,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-33,10031,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,material,Cotton blend,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-33,10031,Luigi Valenti,Topwear,Luigi Valenti Mid Length Cocktail Dress,occasion,Cocktail & Evening,Sleeveless cocktail dress with lace work and satin strip at the waist,Shapely cocktail dress covered with black lace adds detail to an otherwise simple design. The satin strip at the waist and the tiny bow gives a sophisticated look.,100
AuroraWMDRS-34,10032,Versatil,Topwear,Versatil Casual Evening Dress,construction,Knit,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-34,10032,Versatil,Topwear,Versatil Casual Evening Dress,material,Cotton blend,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-34,10032,Versatil,Topwear,Versatil Casual Evening Dress,length,Short,Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-34,10032,Versatil,Topwear,Versatil Casual Evening Dress,occasion,"Career, Casual",Sleeveless slip dress with ruffled front and lace work,"A simple and elegant dress with a ruffled top and lace straps, along with an empire waist. The layered, gored skirt completes the look, and you'll feel as light as a cloud wearing this chic dress.",50
AuroraWMDRS-35,10033,Versatil,Topwear,Versatil Plaid Party Dress,construction,Knit,Sleeveless plaid casual dress with empire waist,Simple plaid dress with empire waist cinched with a black belt. The front pockets add a modern practical look and feel.,50
AuroraWMDRS-35,10033,Versatil,Topwear,Versatil Plaid Party Dress,length,Mid Length,Sleeveless plaid casual dress with empire waist,Simple plaid dress with empire waist cinched with a black belt. The front pockets add a modern practical look and feel.,50
AuroraWMDRS-35,10033,Versatil,Topwear,Versatil Plaid Party Dress,material,Denim,Sleeveless plaid casual dress with empire waist,Simple plaid dress with empire waist cinched with a black belt. The front pockets add a modern practical look and feel.,50
AuroraWMDRS-35,10033,Versatil,Topwear,Versatil Plaid Party Dress,occasion,"Career, Casual",Sleeveless plaid casual dress with empire waist,Simple plaid dress with empire waist cinched with a black belt. The front pockets add a modern practical look and feel.,50
AuroraWMDRS-36,10034,Luigi Valenti,Topwear,Luigi Valenti Layered Sundress,construction,Knit,Sleeveless sundress with layered skirt and black net waist tie,Simple sundress designed to give a calm and soothing effect. The black net waist tie and layered bottom add a touch of detail to this soft design.,50
AuroraWMDRS-36,10034,Luigi Valenti,Topwear,Luigi Valenti Layered Sundress,length,Short,Sleeveless sundress with layered skirt and black net waist tie,Simple sundress designed to give a calm and soothing effect. The black net waist tie and layered bottom add a touch of detail to this soft design.,50
AuroraWMDRS-36,10034,Luigi Valenti,Topwear,Luigi Valenti Layered Sundress,material,Cotton blend,Sleeveless sundress with layered skirt and black net waist tie,Simple sundress designed to give a calm and soothing effect. The black net waist tie and layered bottom add a touch of detail to this soft design.,50
AuroraWMDRS-36,10034,Luigi Valenti,Topwear,Luigi Valenti Layered Sundress,occasion,Casual,Sleeveless sundress with layered skirt and black net waist tie,Simple sundress designed to give a calm and soothing effect. The black net waist tie and layered bottom add a touch of detail to this soft design.,50
AuroraWMDRS-37,10035,Gusso,Topwear,Gusso Casual Wool Dress,construction,Woven,Sleeveless plaid dress with gored skirt,Simple plaid dress with fitted top and gored skirt brings out your fun side. The fabric detailing and the cinched waist provide a chic look.,50
AuroraWMDRS-37,10035,Gusso,Topwear,Gusso Casual Wool Dress,length,Short,Sleeveless plaid dress with gored skirt,Simple plaid dress with fitted top and gored skirt brings out your fun side. The fabric detailing and the cinched waist provide a chic look.,50
AuroraWMDRS-37,10035,Gusso,Topwear,Gusso Casual Wool Dress,material,Wool,Sleeveless plaid dress with gored skirt,Simple plaid dress with fitted top and gored skirt brings out your fun side. The fabric detailing and the cinched waist provide a chic look.,50
AuroraWMDRS-37,10035,Gusso,Topwear,Gusso Casual Wool Dress,occasion,"Career, Casual",Sleeveless plaid dress with gored skirt,Simple plaid dress with fitted top and gored skirt brings out your fun side. The fabric detailing and the cinched waist provide a chic look.,50
AuroraWMDRS-38,10036,Hermitage Collection,Topwear,Hermitage Knit Cocktail Dress,construction,Knit,One shoulder evening dress with layered top and gored skirt,"This dress is the prime example of elegance redefined with one shoulder top, teamed with a gored skirt that gives it oomph like no other. The layered top and the strategic pleats give the aura of a diva and the confidence to get you everywhere.",250
AuroraWMDRS-38,10036,Hermitage Collection,Topwear,Hermitage Knit Cocktail Dress,length,Short,One shoulder evening dress with layered top and gored skirt,"This dress is the prime example of elegance redefined with one shoulder top, teamed with a gored skirt that gives it oomph like no other. The layered top and the strategic pleats give the aura of a diva and the confidence to get you everywhere.",250
AuroraWMDRS-38,10036,Hermitage Collection,Topwear,Hermitage Knit Cocktail Dress,material,Cotton blend,One shoulder evening dress with layered top and gored skirt,"This dress is the prime example of elegance redefined with one shoulder top, teamed with a gored skirt that gives it oomph like no other. The layered top and the strategic pleats give the aura of a diva and the confidence to get you everywhere.",250
AuroraWMDRS-38,10036,Hermitage Collection,Topwear,Hermitage Knit Cocktail Dress,occasion,Cocktail & Evening,One shoulder evening dress with layered top and gored skirt,"This dress is the prime example of elegance redefined with one shoulder top, teamed with a gored skirt that gives it oomph like no other. The layered top and the strategic pleats give the aura of a diva and the confidence to get you everywhere.",250
AuroraWMDRS-39,10037,Gusso,Topwear,Gusso Knit Casual Dress,construction,Knit,Printed sleeveless pencil dress,"Simple, yet elegant, the print on this dress reminds you of the ocean. The figure hugging design provides a sophisticated look to this slip dress.",100
AuroraWMDRS-39,10037,Gusso,Topwear,Gusso Knit Casual Dress,length,Short,Printed sleeveless pencil dress,"Simple, yet elegant, the print on this dress reminds you of the ocean. The figure hugging design provides a sophisticated look to this slip dress.",100
AuroraWMDRS-39,10037,Gusso,Topwear,Gusso Knit Casual Dress,material,Cotton blend,Printed sleeveless pencil dress,"Simple, yet elegant, the print on this dress reminds you of the ocean. The figure hugging design provides a sophisticated look to this slip dress.",100
AuroraWMDRS-39,10037,Gusso,Topwear,Gusso Knit Casual Dress,occasion,Casual,Printed sleeveless pencil dress,"Simple, yet elegant, the print on this dress reminds you of the ocean. The figure hugging design provides a sophisticated look to this slip dress.",100
AuroraWMDRS-40,10038,Luigi Valenti,Topwear,Luigi Valenti Striped Pencil Dress,Exclusive,Exclusive,One shoulder pencil evening dress with stripes,"Shapely one shoulder striped dress designed to give the impression of different types of crossover, be it on the road, in your personal life, or in your profession.",50
AuroraWMDRS-40,10038,Luigi Valenti,Topwear,Luigi Valenti Striped Pencil Dress,construction,Knit,One shoulder pencil evening dress with stripes,"Shapely one shoulder striped dress designed to give the impression of different types of crossover, be it on the road, in your personal life, or in your profession.",50
AuroraWMDRS-40,10038,Luigi Valenti,Topwear,Luigi Valenti Striped Pencil Dress,length,Mid Length,One shoulder pencil evening dress with stripes,"Shapely one shoulder striped dress designed to give the impression of different types of crossover, be it on the road, in your personal life, or in your profession.",50
AuroraWMDRS-40,10038,Luigi Valenti,Topwear,Luigi Valenti Striped Pencil Dress,material,Cotton blend,One shoulder pencil evening dress with stripes,"Shapely one shoulder striped dress designed to give the impression of different types of crossover, be it on the road, in your personal life, or in your profession.",50
AuroraWMDRS-40,10038,Luigi Valenti,Topwear,Luigi Valenti Striped Pencil Dress,occasion,"Cocktail & Evening, Casual",One shoulder pencil evening dress with stripes,"Shapely one shoulder striped dress designed to give the impression of different types of crossover, be it on the road, in your personal life, or in your profession.",50
AuroraWMDRS-41,10039,Hermitage Collection,Topwear,Hermitage Gored Evening Dress,construction,Knit,Sleeveless evening dress with sequence work and gored skirt,"This 2-piece dress with a shimmering top and elegant gored skirt is the perfect accessory for any evening. This design sets off your figure and gives the impression of softness and boldness, all at once.",250
AuroraWMDRS-41,10039,Hermitage Collection,Topwear,Hermitage Gored Evening Dress,length,Mid Length,Sleeveless evening dress with sequence work and gored skirt,"This 2-piece dress with a shimmering top and elegant gored skirt is the perfect accessory for any evening. This design sets off your figure and gives the impression of softness and boldness, all at once.",250
AuroraWMDRS-41,10039,Hermitage Collection,Topwear,Hermitage Gored Evening Dress,material,Cotton blend,Sleeveless evening dress with sequence work and gored skirt,"This 2-piece dress with a shimmering top and elegant gored skirt is the perfect accessory for any evening. This design sets off your figure and gives the impression of softness and boldness, all at once.",250
AuroraWMDRS-41,10039,Hermitage Collection,Topwear,Hermitage Gored Evening Dress,occasion,Cocktail & Evening,Sleeveless evening dress with sequence work and gored skirt,"This 2-piece dress with a shimmering top and elegant gored skirt is the perfect accessory for any evening. This design sets off your figure and gives the impression of softness and boldness, all at once.",250
